rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,-,level,name,message,hardware_id,values,-,level,name,message,hardware_id,values,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value,-,key,value
1522936666081048142,,9,,1522936666,80876046,'',,0,"""ekf_se_odom","""The robot_localization state estimation node appears to be functioning properly.""","""none""",[],0,"""ekf_se_odom",'',"""none""",,"""Events in window""","""228""","""Events since startup""","""228""","""Duration of window (s)""","""8.028875""","""Actual frequency (Hz)""","""28.397502""","""Minimum acceptable frequency (Hz)""","""25.200000""","""Maximum acceptable frequency (Hz)""","""35.200000"""
1522936666103170113,,9,,1522936666,103016882,'',,0,"""ekf_se_map","""The robot_localization state estimation node appears to be functioning properly.""","""none""",[],0,"""ekf_se_map",'',"""none""",,"""Events in window""","""228""","""Events since startup""","""228""","""Duration of window (s)""","""8.035364""","""Actual frequency (Hz)""","""28.374571""","""Minimum acceptable frequency (Hz)""","""25.200000""","""Maximum acceptable frequency (Hz)""","""35.200000"""
1522936667083692982,,10,,1522936667,83539367,'',,0,"""ekf_se_odom","""The robot_localization state estimation node appears to be functioning properly.""","""none""",[],0,"""ekf_se_odom",'',"""none""",,"""Events in window""","""258""","""Events since startup""","""258""","""Duration of window (s)""","""9.031536""","""Actual frequency (Hz)""","""28.566570""","""Minimum acceptable frequency (Hz)""","""25.200000""","""Maximum acceptable frequency (Hz)""","""35.200000"""
1522936667109192876,,10,,1522936667,109066184,'',,0,"""ekf_se_map","""The robot_localization state estimation node appears to be functioning properly.""","""none""",[],0,"""ekf_se_map",'',"""none""",,"""Events in window""","""258""","""Events since startup""","""258""","""Duration of window (s)""","""9.041441""","""Actual frequency (Hz)""","""28.535273""","""Minimum acceptable frequency (Hz)""","""25.200000""","""Maximum acceptable frequency (Hz)""","""35.200000"""
1522936668086170084,,11,,1522936668,86038769,'',,0,"""ekf_se_odom","""The robot_localization state estimation node appears to be functioning properly.""","""none""",[],0,"""ekf_se_odom",'',"""none""",,"""Events in window""","""288""","""Events since startup""","""288""","""Duration of window (s)""","""10.034045""","""Actual frequency (Hz)""","""28.702284""","""Minimum acceptable frequency (Hz)""","""25.200000""","""Maximum acceptable frequency (Hz)""","""35.200000"""
1522936668108411855,,11,,1522936668,108324314,'',,0,"""ekf_se_map","""The robot_localization state estimation node appears to be functioning properly.""","""none""",[],0,"""ekf_se_map",'',"""none""",,"""Events in window""","""288""","""Events since startup""","""288""","""Duration of window (s)""","""10.040707""","""Actual frequency (Hz)""","""28.683239""","""Minimum acceptable frequency (Hz)""","""25.200000""","""Maximum acceptable frequency (Hz)""","""35.200000"""
1522936669089085459,,12,,1522936669,88943183,'',,0,"""ekf_se_odom","""The robot_localization state estimation node appears to be functioning properly.""","""none""",[],0,"""ekf_se_odom",'',"""none""",,"""Events in window""","""300""","""Events since startup""","""318""","""Duration of window (s)""","""10.015933""","""Actual frequency (Hz)""","""29.952277""","""Minimum acceptable frequency (Hz)""","""25.200000""","""Maximum acceptable frequency (Hz)""","""35.200000"""
1522936669112895981,,12,,1522936669,112781423,'',,0,"""ekf_se_map","""The robot_localization state estimation node appears to be functioning properly.""","""none""",[],0,"""ekf_se_map",'',"""none""",,"""Events in window""","""300""","""Events since startup""","""318""","""Duration of window (s)""","""10.037319""","""Actual frequency (Hz)""","""29.888461""","""Minimum acceptable frequency (Hz)""","""25.200000""","""Maximum acceptable frequency (Hz)""","""35.200000"""
1522936670092094470,,13,,1522936670,91863817,'',,0,"""ekf_se_odom","""The robot_localization state estimation node appears to be functioning properly.""","""none""",[],0,"""ekf_se_odom",'',"""none""",,"""Events in window""","""300""","""Events since startup""","""348""","""Duration of window (s)""","""10.021876""","""Actual frequency (Hz)""","""29.934515""","""Minimum acceptable frequency (Hz)""","""25.200000""","""Maximum acceptable frequency (Hz)""","""35.200000"""
1522936670114160715,,13,,1522936670,114023936,'',,0,"""ekf_se_map","""The robot_localization state estimation node appears to be functioning properly.""","""none""",[],0,"""ekf_se_map",'',"""none""",,"""Events in window""","""300""","""Events since startup""","""348""","""Duration of window (s)""","""10.030497""","""Actual frequency (Hz)""","""29.908788""","""Minimum acceptable frequency (Hz)""","""25.200000""","""Maximum acceptable frequency (Hz)""","""35.200000"""
